,Comments,Clean,Label
3415,"US P:How many our people are died during the coivd?<br>US G:It doesn't matter, other countrys death number way more than us.USA!USA! USA!<br>US P:They said they don't have millions death.<br>US G:They lied !",us p many people died coivd br us g matter country death number way us usa usa usa br us p said million death br us g lied,0
3419,"<a href=""https://www.youtube.com/watch?v=U_hkusYczC0&t=5m00s"">5:00</a><br>the hospital overwhelmed healthcare assets insufficient<br>the economy lacked proper Support matter of resiliency<br>just some shortlived ""airdrop"" etc won't do any good<br>what does bad management brings about?<br>sufferings and death<br>----<br>people are basically encouraged to merely go out away from safety head to head against viruses many variants and hope for the best?<br>----<br>.... indeed mental illness<br>----<br>skipped to next",href http www youtube com watch v u_hkusyczc amp m br hospital overwhelmed healthcare asset insufficient br economy lacked proper support matter resiliency br shortlived quot airdrop quot etc good br bad management brings br suffering death br br people basically encouraged merely go away safety head head virus many variant hope best br br indeed mental illness br br skipped next,0
3420,my niece got covid but all she had is no tasre but nothing else 2 weeks now and shes getting her taste back and no covid on her last test,niece got covid tasre nothing else week shes getting taste back covid last test,0
3421,Covid-19 fatality rates by the entire year 2022.,covid fatality rate entire year,0
3422,How much do we really know if we were saying gunshot victims had covid,much really know saying gunshot victim covid,0
3424,I have trouble getting the medical treatment I need for chronic illness because the hospitals are full of unvaccinated COVID patients. Without frequent ongoing medical treatment I won't live that much longer.,trouble getting medical treatment need chronic illness hospital full unvaccinated covid patient without frequent ongoing medical treatment live much longer,0
3426,I have trouble getting the medical treatment I need for chronic illness because the hospitals are full of unvaccinated COVID patients.,trouble getting medical treatment need chronic illness hospital full unvaccinated covid patient,0
3436,life goes on but the picture is horrific ..cant believe this is just a trailer...,life go picture horrific cant believe trailer,0
3440,Would you please STOP USING MUSIC as a background for the goddamn reports? It's ridiculous.,would please stop using music background goddamn report ridiculous,0
3447,Died 'with' covid or 'from' covid?,died covid covid,0
3457,Year 2050: The covid Alpha Centauri variant and your mandatory 3000th booster shot is due and wear your mask!,year covid alpha centauri variant mandatory th booster shot due wear mask,0
3458,"in the US there was a man that was shot in the heart, and for whatever reason the hospital decided to test him for covid. He tested positive, because he tested positive he was counted to the covid tally and he was not allowed a traditional burial.",us man shot heart whatever reason hospital decided test covid tested positive tested positive counted covid tally not allowed traditional burial,0
3462,"It was hard in very start, today covid vaccination gives the best results, as Gates predicted. Praise Pfizzer",hard start today covid vaccination give best result gate predicted praise pfizzer,0
3463,I have a question ? If covid 19 dose that to you when you get covid 19 dont that mean if you have a tuma if you get the injection didn't that mean over time it will slowly grow or from watching make you weriy on the injection because there putting the virus into you ?,question covid dose get covid dont mean tuma get injection mean time slowly grow watching make weriy injection putting virus,0
3465,I like the ominous morbid intro music. It gets me excited to watch this report.  I think 3 billion deaths from covid would be sad but the ones left still breathing will be better off with more resources and less pollution.,like ominous morbid intro music get excited watch report think billion death covid would sad one left still breathing better resource less pollution,0
3468,Are people  still dying from covid keep me update,people still dying covid keep update,0
3471,Year 2050: The covid Alpha Centauri variant and your mandatory 3000th booster shot is due and wear your mask!,year covid alpha centauri variant mandatory th booster shot due wear mask,0
3476,Lies,lie,0
3485,Deadliest Event of the 21st Century.<br>Since Bubonic Plague.,deadliest event st century br since bubonic plague,0
3490,"Yes, PLEASE stop scaring kids!<br>Healthy kids have the same risc to get seriously ill from covid as from influenca. The risc is VERY low.",yes please stop scaring kid br healthy kid risc get seriously ill covid influenca risc low,0
3495,"At least 112 Virginia children were given wrong doses of COVID-19 vaccines after a local pharmacy tried to make up for not having the new shots for kids, according to local officials.",least virginia child given wrong dos covid vaccine local pharmacy tried make not new shot kid according local official,0
3496,One thing is for certain <br>The fear is well and truly entrenched in that generation now and for many many years to come,one thing certain br fear well truly entrenched generation many many year come,0
3497,Have kids told adults and other kids that the mass are affecting them in such a bad way? Where did the adults tell the kids that was the case and put it in their minds or maybe it's only in the minds of the adults? My point is kids are more resilient than adults sometimes,kid told adult kid mass affecting bad way adult tell kid case put mind maybe mind adult point kid resilient adult sometimes,0
3499,"why should kids need the prophylactic drug, for that matter those who have already had covid and had no problems, what about teachers - they can get the prophylactic drug if they are concerned.  The current average IFR% is 0.15%.  so those 0.15% should be given the drug and those that have other health issues should get it.",kid need prophylactic drug matter already covid problem teacher get prophylactic drug concerned current average ifr given drug health issue get,0
3504,How HORRIBLY SAD to see the fear being sown in the youngest generation by ignorant parents. This is cruelty that needs to be stopped and punished. My 4 year old grandson who started Junior Kindergarten in September did not wear a mask as it was deemed voluntary in Kindergarten.  We have learned however that if he does not wear a mask in the classroom he is not allowed to play with the other children and must stay 6ft away from them at all times. So much for the  anti-bullying policy that schools claim to abide by. I am beyond disgusted with this horror show and YES I do wish harm on all those who have wittingly or unwittingly caused irreparable harm to others.  There is NO EXCUSE for being ignorant of the damage caused by this plandemic ...sadder still are the sheep who happily walk to slaughter.,horribly sad see fear sown youngest generation ignorant parent cruelty need stopped punished year old grandson started junior kindergarten september not wear mask deemed voluntary kindergarten learned however not wear mask classroom not allowed play child must stay ft away time much anti bullying policy school claim abide beyond disgusted horror show yes wish harm wittingly unwittingly caused irreparable harm others excuse ignorant damage caused plandemic sadder still sheep happily walk slaughter,0
3509,I cant believe how many people lost their minds...,cant believe many people lost mind,0
3514,"DW can you please stop dubbing it's irritating. Especially when one understands original spoken languages. Just subtitle , that way individuals can judge if translation was correctly enough too and get a first hand impression of the source.",dw please stop dubbing irritating especially one understands original spoken language subtitle way individual judge translation correctly enough get first hand impression source,0
3515,Now the kids have suffer the nonsense. LoL. This is just getting more and more victims of global scams.,kid suffer nonsense lol getting victim global scam,0
3517,"Flatten the fear. Do not surrender your liberty because they have frightened you. Risk stratification must be done. So far, we have failed at it.",flatten fear not surrender liberty frightened risk stratification must done far failed,0
3535,"once AGAIN, it's not that the kids are less susceptible to heavy effects of COVID, it's that they become the reservoir. Ugh. Specially a GERMAN pediatrician with Germany now under yet ANOTHER wave. We are one year into this.",not kid le susceptible heavy effect covid become reservoir ugh specially german pediatrician germany yet another wave one year,0
3551,"Kids are the COVID spreaders infections jump when school terms start, then it spreads to siblings and parents and then  the vulnerable grand parents.  Germany got off lightly with the early phase of the pandemic they should learn from the  nations like the UK that got hit hard.",kid covid spreader infection jump school term start spread sibling parent vulnerable grand parent germany got lightly early phase pandemic learn nation like uk got hit hard,0
3556,"In our  elementary school  ( Canada) children wear their mask at school. Indoor mandated, outdoor optional. They wear them Indoor and outdoor. They are happy and developing well. Even young ones. Adult at school are also fully vaccinated and mask is mandated in public.",elementary school canada child wear mask school indoor mandated outdoor optional wear indoor outdoor happy developing well even young one adult school also fully vaccinated mask mandated public,1
3568,"Only problem is, the Kids can also bring the covid back home to there parents and the cycle keeps going >_< Hope this ends soon. Keep safe World",problem kid also bring covid back home parent cycle keep going gt _ lt hope end soon keep safe world,0
3570,Stay home stay safe.,stay home stay safe,1
3572,Media lies.,medium lie,0
3582,Dw fear machine alive and well,dw fear machine alive well,0
3591,This is not actually testing for efficacy against covid. This is a test for your IQ and brain functionality. How many shots does it take for you to realize this aint right?,not actually testing efficacy covid test iq brain functionality many shot take realize aint right,0
3592,"This vaccine reminds me of Sunscreen. Sunscreen only lasts MAX 2 hours and you have to reapply. However, you have to be sure to reapply before that 2 hours is up because a lapse in effect will result in skin cancer, etc. So, this vaccine only lasts for 4-6 months....but no one actually knows when their particular body begins to lapse in protection. So really, if you want to be safe, you need to take a booster every 3 months just to be sure you have applied ""protection"" recently enough to feel ""protected. Oh, but still, you can get ""mild cases of sunburn"" (COVID) and people are like ""This ish is great!""",vaccine reminds sunscreen sunscreen last max hour reapply however sure reapply hour lapse effect result skin cancer etc vaccine last month one actually know particular body begin lapse protection really want safe need take booster every month sure applied quot protection quot recently enough feel quot protected oh still get quot mild case sunburn quot covid people like quot ish great quot,0
3595,"Interesting is the two jabs have less effect to delta, the third that is same like the previous, is more powerful.",interesting two jab less effect delta third like previous powerful,0
3601,"The nurse at the beginning of this podcast did not ASPIRATE, drawback before injecting the vaccination content, this can cause THE VACCINE TO BE INJECTED INTO A VAIN which could cause issues that could be a contributor in people getting blood clots and/or contributing to other issues. PLEASE TRAIN STAFF WELL.",nurse beginning podcast not aspirate drawback injecting vaccination content cause vaccine injected vain could cause issue could contributor people getting blood clot contributing issue please train staff well,0
3606,"I would be happy to take the third dose, in exchange for not having to wear muzzles. But since muzzles are mandatory (however difficult and pointless their enforcement is), I wouldn't take it, because I'm not spared of these covid rules which, no matter how you put it, it sounds like an attempt to keep the mosquitoes out by building a wire fence.",would happy take third dose exchange not wear muzzle since muzzle mandatory however difficult pointless enforcement take not spared covid rule matter put sound like attempt keep mosquito building wire fence,0
3607,"more like ""we will make it necessary for profits and control""",like quot make necessary profit control quot,0
3608,"I'm just looking at the numbers available on google - various countries of our western civilization. And I cannot see that great effect of vaccination. Some countries with ~60-70% rate of fully vaccinated have new records of new cases (like Germany). Australia being totally locked down is a kind of disaster. What a surprise that Sweden looks great. It makes me wondering - generally we have more than 50% vaccinated ppl but many countries have new records of infections. Statistically, it should not happen. Of course the virus is a bit different than year ago and the vaccines are also not up to date (sth like with flu virus). All of this looks like a kind of chaos and mistake with no clear evidence of what works and what does not which leads to more and more restrictions and limiting people rights...everything without clear evidence and results. They were saying that we just needed to take a vaccine and everything would get back to normal state.",looking number available google various country western civilization cannot see great effect vaccination country rate fully vaccinated new record new case like germany australia totally locked kind disaster surprise sweden look great make wondering generally vaccinated ppl many country new record infection statistically not happen course virus bit different year ago vaccine also not date sth like flu virus look like kind chaos mistake clear evidence work not leads restriction limiting people right everything without clear evidence result saying needed take vaccine everything would get back normal state,1
3611,Ok here we go the first two Covid shots people are still getting Covid and dying why tf would a third shot help,ok go first two covid shot people still getting covid dying tf would third shot help,0
3625,Year 2050: The covid Alpha Centauri variant and your mandatory 3000th booster jab is due and wear your mask!!,year covid alpha centauri variant mandatory th booster jab due wear mask,0
3627,What is more dangerous? a venue allowing only vaccinated peoples or a venue allowing unvaccinated but everybody is tested?,dangerous venue allowing vaccinated people venue allowing unvaccinated everybody tested,0
3629,"My 58 yr old coworker was fully vaccinated with Moderna, hasn't gotten sick the whole time, like me, because we believe we had covid back in 2020 (I will never want vaccine) and she got the booster a week ago Friday and could not work ALL week last week because she became deathly ill!!!",yr old coworker fully vaccinated moderna gotten sick whole time like believe covid back never want vaccine got booster week ago friday could not work week last week became deathly ill,0
3641,South America is a success story as far as covid vaccinations.  It is overall better vaccinated than Eastern Europe.,south america success story far covid vaccination overall better vaccinated eastern europe,0
3647,"I am fully vaccinated, but if I have to give up to my third one boost for others to benefit so be it... I would be glad to donate mine.",fully vaccinated give third one boost others benefit would glad donate mine,1
3651,"A  BS (booster shot) for everyone, says DW. I stopped watching at <a href=""https://www.youtube.com/watch?v=cisdhVYtUVk&t=1m23s"">1:23</a>",b booster shot everyone say dw stopped watching href http www youtube com watch v cisdhvytuvk amp m,0
3653,Some developing and the poor countries will soon be the last places on Earth one can still live with some level of freedom. Until that will last is just a guess.,developing poor country soon last place earth one still live level freedom last guess,0
3685,"No booster is needed, just stop counting n politizing!!",booster needed stop counting n politizing,0
3690,"Mr Lee seemed a little bias in his assessment (against the government) and didn't really answer the questions..  I live in Seoul and yes there definitely have been mistakes,  some restrictions stronger towards certain groups/businesses, but overall, Korea (government included) has done well compared to most countries.  We're at 76% fully vaccinated (2 shots), 92% of adults have at least 1 shot ..they  started the boosters not long ago.",mr lee seemed little bias assessment government really answer question live seoul yes definitely mistake restriction stronger towards certain group business overall korea government included done well compared country fully vaccinated shot adult least shot started booster not long ago,1
3691,"No one ""beats"" covid. Its just a matter of it it's well managed or not.",one quot beat quot covid matter well managed not,0
3692,South korea done pretty well of handling a covid 19 pandemic main reason is people follow covid precautions their wear mask in outside and vaccination rate and right responses,south korea done pretty well handling covid pandemic main reason people follow covid precaution wear mask outside vaccination rate right response,0
3694,"The economy hardship, recession,unemployment and loss of job caused by covid pandemic is enough to push people<br>into financial ventures.",economy hardship recession unemployment loss job caused covid pandemic enough push people br financial venture,0
3695,"Ask Dutch people if they managed to beat covid 19.... 88% of vaccinated, the highest number of new cases, new lockdown, being forced to get the third dose...",ask dutch people managed beat covid vaccinated highest number new case new lockdown forced get third dose,0
3703,"I Love South Korea one jab your done .<br> I believe that the way of South Korea does things, They Will Be The Leaders of Protection Against Cov 19  Pandemic, For All Countries.",love south korea one jab done br believe way south korea thing leader protection cov pandemic country,0
3705,Taiwan and south Korea has done well because of mandatory masks policy.. WEARING MASKS CORRECTLY indoors and outdoors even you had 2 jabs. Wuhan viruses is Not a normal viruses.,taiwan south korea done well mandatory mask policy wearing mask correctly indoors outdoors even jab wuhan virus not normal virus,0
3715,"Dont jinx them !  every time the media claims a country has beaten COVID, theres a new outbreak of it !.",dont jinx every time medium claim country beaten covid there new outbreak,0
3719,"<a href=""https://www.youtube.com/watch?v=SoRQtmopp-s&t=3m00s"">3:00</a> February 2022 South Korea gets fully reopened for the fully vaccinated at least.",href http www youtube com watch v sorqtmopp amp m february south korea get fully reopened fully vaccinated least,1
3720,Here in Canada were doing great. 84% fully vaccinated from 12 years and up. In our province of 14 Million our '4th wave' was just 400 cases a day. We have vaccination passports mandated here - there's ittle you can do if you are not fully vaccinated and we've maintained masks.,canada great fully vaccinated year province million th wave case day vaccination passport mandated ittle not fully vaccinated maintained mask,1
3727,How many times they have beaten covid???,many time beaten covid,0
3728,When they talk about fully vaccinated does that mean 3 or 2 dose? If its 2 dose most countries are almost 70-80% by now i imagine.,talk fully vaccinated mean dose dose country almost imagine,1
3737,Does South Korea have any covid vaccine booster shots Authorisation?,south korea covid vaccine booster shot authorisation,0
3740,Vietnam said they were the best until the Vietnamese-Americans said it was all LIES.,vietnam said best vietnamese american said lie,0
3743,"This pandemic has revealed to the world that there are two types of people. Those who just want to be left alone, and those that refuse to leave other people alone. (Control freaks) So, which kind of person ARE YOU?",pandemic revealed world two type people want left alone refuse leave people alone control freaks kind person,0
3750,Fun fact : Bangladesh and Indonesia fight covid19 more better than south Korea and Australia. <br>Question : Why?,fun fact bangladesh indonesia fight covid better south korea australia br question,0
3759,"""Beat COVID"" yea sure... Come back to me in 2 months",quot beat covid quot yea sure come back month,0
3760,Which covid?,covid,0
3763,A role model? The data the time this report is released show that in SK the case of Covid19 is at its height and so is the number of death (per worldometer).,role model data time report released show sk case covid height number death per worldometer,0
3764,Nope it's not. That's one of the worst sample for fighting against Covid-19.,nope not one worst sample fighting covid,0
3771,"truth: ""Energy"" CONTROL = ""Human"" CONTROL.  ""Energy"" FREEDOM = ""Human"" FREEDOM. My Father told me:  During the Depression, ""Railroad Workers"" would ""Throw Coal"" off trains in ""Certain Neighborhoods"" so that Families would not ""FREEZE to DEATH."" COAL is: ""MORE VALUABLE than DIAMONDS and GOLD!""                 PEACE  on EARTH",truth quot energy quot control quot human quot control quot energy quot freedom quot human quot freedom father told depression quot railroad worker quot would quot throw coal quot train quot certain neighborhood quot family would not quot freeze death quot coal quot valuable diamond gold quot peace earth,0
3776,"South Korea is a perfect place (I visited it many times), BUT we shouldn't ""learn to live with COVID-19"". Just stop this COVID hysteria and open everything for everyone! Protect only very vulnerable people.",south korea perfect place visited many time quot learn live covid quot stop covid hysteria open everything everyone protect vulnerable people,0
3781,Look at the UK and other countries that are fully vaccinated up to 1995%. They are not doing so well.,look uk country fully vaccinated not well,1
3786,Thank you Michael for all your hard work in dealing with COVID-19 and Ebola.,thank michael hard work dealing covid ebola,0
3788,"I observed this man from the begining being sure to see the press conference for months. Politics aside I have deep respect for his diplomacy and dignity.  I see what It has done to him, we all....if everyone tried as hard  as his own integrity  things would improve!  Stop the reductionist targeting and DO SOMETHING besides pointing fingers.",observed man begining sure see press conference month politics aside deep respect diplomacy dignity see done everyone tried hard integrity thing would improve stop reductionist targeting something besides pointing finger,0
3790,Why are Denmark and Germany the only countries to aspirate the injection for the vaccine to prevent IV injection? Why does the WHO recommend against aspirating?,denmark germany country aspirate injection vaccine prevent iv injection recommend aspirating,0
3796,"What a great sales pitch, we can't afford these speculative treatments or grand ideas. With government spending going through the roof, the whole of this covid problem has been completely mismanaged, and what's needed now is accountability. Unless this continuous bleeding of tax payers money is curtailed, the INFLATION we are all experiencing now, will soon become HYPERINFLATION.  <br>Thanks, but NO thanks, can't afford to pay your wages.",great sale pitch afford speculative treatment grand idea government spending going roof whole covid problem completely mismanaged needed accountability unless continuous bleeding tax payer money curtailed inflation experiencing soon become hyperinflation br thanks thanks afford pay wage,0
3799,"124 MILLION AMERICANS ARE STILL NOT VACCINATED AFTER 2 YEARS.<br>America is only 63% (209M of 333M) vaccinated.<br>New Zealand is 95% (4.75M of 5M) vaccinated.<br>Covid deaths: US 959,412 vs China 4,636 vs New Zealand 55.",million american still not vaccinated year br america vaccinated br new zealand vaccinated br covid death us v china vs new zealand,0
3815,He can't stop chuckling.....while he lies through his teeth,stop chuckling lie teeth,0
3820,He talks like someone from FIFA. I will never forgive WHO how they lied about the lab theory in 2020.<br>That was dam unprofessional and showed how free and unbiased they really are.<br><br><br>Zero.,talk like someone fifa never forgive lied lab theory br dam unprofessional showed free unbiased really br br br zero,0
3824,"As usual ""want"" and ""crumbs from the table""?? This sounds so familiar. All the monetry ""crumbs"" did not end up on the table but rather in private pockets.",usual quot want quot quot crumb table quot sound familiar monetry quot crumb quot not end table rather private pocket,0
3825,"They weren't dependent on any crumbs from anywhere, why is the suggestion being made now?<br>What internal damage have they done/are they doing, that causes such questions to be asked?",dependent crumb anywhere suggestion made br internal damage done cause question asked,0
3826,The first heart transplant in Capetown. The whole world said it couldn't be done  South Africa  did it! I believe south African Scientist more than Any countries Top Surgeons.,first heart transplant capetown whole world said done south africa believe south african scientist country top surgeon,0
3833,"Ramaphosa,if you don't want crumbs,then don't behave like crumbs to your fellow African immigrants in your country.Its a real shame on you South Africans",ramaphosa want crumb behave like crumb fellow african immigrant country real shame south african,0
3842,"""We dont want crumbs we want it for free.""",quot dont want crumb want free quot,0
3843,They turned down the order of AZ jab which cost them 3 quid a jab and turned around and argue for vaccine equity<br>When India and Thailand got their license to pump out domestic manufactured jabs,turned order az jab cost quid jab turned around argue vaccine equity br india thailand got license pump domestic manufactured jab,0
3844,"Gary here -  wrong CR u eat steak,crayfish, caviar - the ppl get the crumbs.",gary wrong cr u eat steak crayfish caviar ppl get crumb,0
3849,"President Ramaphosa is right. Human good is infinitely more important than anyone's profit. The good that will come from every country being included in the TRIPS waiver includes ALL countries.  As long as covid exists anywhere,  we're all less safe. All countries need the ability to research and manufacture vaccines, using the knowledge already arrived at.",president ramaphosa right human good infinitely important anyone profit good come every country included trip waiver includes country long covid exists anywhere le safe country need ability research manufacture vaccine using knowledge already arrived,0
3857,"Lifting the patents is no solution like doing nothing is no solution. It only means more Countries with no money will have to fight for resources. As a German i support Factory Hubs on the African Continent 50/50 Partnership and African Jobs. But some African Leaders unfortunately already proofed that they are willing to sell everything to the Chinese or shut down operations if the private money for them fits, even if its against their own countries interest. Not saying that some western countries did the same. However its not a one way road. Zuma plundering his country while making claims of ""western colonization"" was the biggest joke.",lifting patent solution like nothing solution mean country money fight resource german support factory hubs african continent partnership african job african leader unfortunately already proofed willing sell everything chinese shut operation private money fit even country interest not saying western country however not one way road zuma plundering country making claim quot western colonization quot biggest joke,0
3858,Yes of course you dont want crumbs. You want the whole have the whole cake. Never ending story.,yes course dont want crumb want whole whole cake never ending story,0
3862,"They should appreciate anything they get, and not call anything given crumbs.",appreciate anything get not call anything given crumb,0
3870,I lost my husband for covid 9 months before. I am left with 2 children.  Often I feel to commit suicide.....,lost husband covid month left child often feel commit suicide,0
3880,Very good. Finally you look beyond brutal control of your own people. How Human.,good finally look beyond brutal control people human,0
3884,"DW speaking from both sides of its mouth, calling the unvaccinated to be ostracized and depression caused by regulation at the same time.",dw speaking side mouth calling unvaccinated ostracized depression caused regulation time,0
3901,All thanks to your gov<br><br>Expect future profits in depression meds,thanks gov br br expect future profit depression med,0
3904,"We don't mind war with the United States in Taiwan! After all, Taiwan's current control and economic income have been handed over to the Americans! So we are not afraid of Taiwan's loss!",mind war united state taiwan taiwan current control economic income handed american not afraid taiwan loss,0
3907,NO depression for those who believe in ALLAH HU AKBAR,depression believe allah hu akbar,0
3919,I've yet to meet an African who is worried about COVID-19 vaccine supplies,yet meet african worried covid vaccine supply,0
3936,"Good<br>If you want to give up years of research time and effort-then create your own vaccine and give it away.<br>Otherwise, stop complaining",good br want give year research time effort create vaccine give away br otherwise stop complaining,0
3945,"Covid, restrictions, vaccinations,o etc. 1, went along with everything no questions asked. 2, those who knew it was wrong but went along with it anyway<br>, 3, those who went along with it at the first but then refuse two after learning more.  4, those who never went along with it right from the very beginning",covid restriction vaccination etc went along everything question asked knew wrong went along anyway br went along first refuse two learning never went along right beginning,0
3952,At least that's according to our president of the United States has said in a speech. He said his friends from Germany are good allies.,least according president united state said speech said friend germany good ally,0
3956,"Enjoy your post covid risks of heart failure, stroke and heart attack!",enjoy post covid risk heart failure stroke heart attack,0
3962,"A great victory for Antivaxers, I took my jabs because of future emplyment. :(",great victory antivaxers took jabs future emplyment,0
3966,Let's goooo Truckers and freedom lovers!,let goooo trucker freedom lover,0
3968,"The explanation of what is happening and why:<br>Under capitalism, all crises are crises of overproduction (for details, see the third volume of Marx's ""Capital"" or the chapter ""Economic Crises"" from the textbook ""Political Economy"" (1954, K. Ostrovitianov). Solvent demand lags behind the rate of production, the market becomes saturated, many commodities are unsold. This collapses the prices of these goods and, consequently, the profits of the owners of production. <br>To save their profits, under the guise of a ""pandemic"", global financial capital pursues the following goals:<br>1. Reducing/compressing production by shutting down production sites, moving enterprises to a part-time working week, ""quarantining"" workers without pay etc. (this is done to allow old goods to gradually dissipate and suspend the production of new ones). <br>2. Physical destruction of ""surplus"" products that cannot be sold (think of the destruction of millions of livestock, millions of tons of milk, vegetables, fruit, Dutch mink, etc., in 2020, under the pretext of the ""pandemic""). ""Swine flu"", ""bird flu"" and the ""African fever of swine"" are used for the same purpose - getting rid of ""surplus"" products in the food industry (also bankrupting the smaller producer).<br>3. Forcibly inflating commodity prices to compensate for the losses and to stop them falling as a result of overproduction, creating scarcity and hype<br>4. Hiding the fact that supply chain disruptions are the result of factory shutdowns (see 1) and other anti-crisis measures of capitalists<br>5. Labor force reductions. In order to hide the very fact that there is a colossal crisis requiring an unprecedented number of layoffs, in order to make money on ""vaccines"" and save on layoff payments, capitalists force hired workers to get ""vaccinates"" or to resign voluntarily by giving them the ultimatum of not being allowed to work without being ""vaccinated""<br>6. The elimination of small and medium-sized enterprises (i.e. smaller capitalists), to occupy their niche in the market<br>7. Reducing state budget expenditures (which under capitalism are at the disposal of the largest monopolies) on the social sector (primarily education and medicine).<br>8. Fighting against the growing protest wave and revolutionary upsurge caused by the crisis and measures undertaken to combat the crisis; this fight is carried out by demoralizing the population, banning gatherings, putting muzzles on people's faces, making it difficult to communicate, etc.<br>9. The intensification of economic exploitation (cancellation of benefits, bonuses, non-payment of salaries, prolonged working hours, reduction of benefits)<br>10. Inventing new sources of profit and forcing products on millions of people that they don't need (e. g., ""hygiene masks"", ""vaccines"", PCR ""tests"", medicines for ""covid treatment"" and various other ""covid"" equipment). By means of government contracts at the expense of the budget, billions of dollars in extra profits are pumped into the pockets of the largest capitalists.<br>Note, that the ""climate crisis"" is another disguise of all of the above-mentioned economic measures.",explanation happening br capitalism crisis crisis overproduction detail see third volume marx quot capital quot chapter quot economic crisis quot textbook quot political economy quot k ostrovitianov solvent demand lag behind rate production market becomes saturated many commodity unsold collapse price good consequently profit owner production br save profit guise quot pandemic quot global financial capital pursues following goal br reducing compressing production shutting production site moving enterprise part time working week quot quarantining quot worker without pay etc done allow old good gradually dissipate suspend production new one br physical destruction quot surplus quot product cannot sold think destruction million livestock million ton milk vegetable fruit dutch mink etc pretext quot pandemic quot quot swine flu quot quot bird flu quot quot african fever swine quot used purpose getting rid quot surplus quot product food industry also bankrupting smaller producer br forcibly inflating commodity price compensate loss stop falling result overproduction creating scarcity hype br hiding fact supply chain disruption result factory shutdown see anti crisis measure capitalist br labor force reduction order hide fact colossal crisis requiring unprecedented number layoff order make money quot vaccine quot save layoff payment capitalist force hired worker get quot vaccinates quot resign voluntarily giving ultimatum not allowed work without quot vaccinated quot br elimination small medium sized enterprise e smaller capitalist occupy niche market br reducing state budget expenditure capitalism disposal largest monopoly social sector primarily education medicine br fighting growing protest wave revolutionary upsurge caused crisis measure undertaken combat crisis fight carried demoralizing population banning gathering putting muzzle people face making difficult communicate etc br intensification economic exploitation cancellation benefit bonus non payment salary prolonged working hour reduction benefit br inventing new source profit forcing product million people need e g quot hygiene mask quot quot vaccine quot pcr quot test quot medicine quot covid treatment quot various quot covid quot equipment mean government contract expense budget billion dollar extra profit pumped pocket largest capitalist br note quot climate crisis quot another disguise mentioned economic measure,0
3972,"yeah, lets get about 6 or 7 boosts....what a bs story this is...",yeah let get boost b story,0
3973,I'm happy but I only got a covid-19 relief fund... Am not bothered again man..,happy got covid relief fund not bothered man,0
3983,"We need to support Pfizer and Moderna's investors! Come on people, please get as many boosters as possible so they can profit more!",need support pfizer moderna investor come people please get many booster possible profit,0
3986,Easing the covid19 measures does not mean endamic. Legalize drugs like weeds does not mean drugs problems is solved.,easing covid measure not mean endamic legalize drug like weed not mean drug problem solved,0
3987,What I imagine it will be like after day 1 of German Freedom Day:<br>Gordan Ramsey: SHUT IT DOWN!,imagine like day german freedom day br gordan ramsey shut,0
3989,more lies,lie,0
3990,"Why isn't natural immunity recognized globally?  I need to take a booster vaccine shot only weeks after I had Covid, and weeks before my greenpass expires.",natural immunity recognized globally need take booster vaccine shot week covid week greenpass expires,0
4017,"the new normal, is 3 jabs of vaccine and wear mask",new normal jab vaccine wear mask,0
4027,"VACCINE HESITANCY is the problem in Africa. There has been NO vaccine hoarding globally.  Some vaccine has expired sadly, including in Africa.",vaccine hesitancy problem africa vaccine hoarding globally vaccine expired sadly including africa,0
4042,I don't care isolation or not. I fully support the government policy so that the pandemic can get controlled early.,care isolation not fully support government policy pandemic get controlled early,0
4043,Y not? <br>Isn't it is good ?<br>To have zero COVID.,not br good br zero covid,0
4050,"Xi is not to force HK to lockdown, is about to mobilize mainland China to support HK, therefore, more medical teams and supplies will be delivered to HK as soon as possible, Shenzhen hospitals are standby to treat covid patients transferred from HK . <br>To lockdown a city is a decision suggested by  covid medical experts, HK leader addressed that lockdown is unnecessary,  means the covid is still under control.",xi not force hk lockdown mobilize mainland china support hk therefore medical team supply delivered hk soon possible shenzhen hospital standby treat covid patient transferred hk br lockdown city decision suggested covid medical expert hk leader addressed lockdown unnecessary mean covid still control,0
4055,Taiwan is in the same boat.  Zero covid is not sustainable.  Taiwan will similarly have a  huge wave if and when it decides to open.,taiwan boat zero covid not sustainable taiwan similarly huge wave decides open,0
4062,"DW: Ask a 5th grader from Cuba to talk about covid situation in USA. It's laughable.<br><br>DW, Be professional, learn something from France 24 English.",dw ask th grader cuba talk covid situation usa laughable br br dw professional learn something france english,0
4078,more lies and theatre,lie theatre,0
4086,"The economic hardship, recession, unemployment and the loss of job caused by covid pandemic is enough to push people into financial ventures. Winter is here again with lots of activities to be enjoyed. Well, I'm taking a trip into investing because I lost so much during this pandemic. Multi creation of wealth is the best strategy to ensure financial sustainability.",economic hardship recession unemployment loss job caused covid pandemic enough push people financial venture winter lots activity enjoyed well taking trip investing lost much pandemic multi creation wealth best strategy ensure financial sustainability,0
4089,"One china, two different COVID responses",one china two different covid response,0
4095,"DW: if HK is not locking down, it must be that CCP doesn´t give a shit about the lives of Hong Kongers!<br>Also DW: if HK is locking down, it´s CCP violating HK´s freedom!<br>So DW, in your opinion what should CCP do exactly to satisfy u lol?",dw hk not locking must ccp give shit life hong kongers br also dw hk locking ccp violating hk freedom br dw opinion ccp exactly satisfy u lol,0
